32
3 3 3 3 3 3 2 3 2 0 3 1 3 0 1 4 0 2 0 0 0 1 0 0 0 2 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 2 2 0 0 0 0 1 0 0 2 4 4 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 
2 2 2 2 2 2 3 3 2 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 3 0 0 0 
1 1 1 1 1 1 4 1 0 0 1 0 1 0 0 0 0 0 0 1 0 1 2 0 0 0 0 0 4 0 0 0 
2 2 2 2 2 2 1 1 1 1 2 2 1 1 2 1 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 
1 1 1 1 1 1 0 0 0 1 0 2 1 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 4 0 0 0 
1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 4 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 4 0 0 0 0 0 0 
3 3 3 3 3 3 0 0 0 0 2 0 0 3 3 2 2 4 0 0 0 0 0 0 4 0 0 0 0 4 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 4 0 0 4 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 4 0 4 4 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

0 10 20 30 10 20 30 40 20 30 40 50 30 40 50 60 23 33 43 53 33 43 53 63 43 53 63 73 53 63 73 83 
10 0 10 20 20 10 20 30 30 20 30 40 40 30 40 50 33 23 33 43 43 33 43 53 53 43 53 63 63 53 63 73 
20 10 0 10 30 20 10 20 40 30 20 30 50 40 30 40 43 33 23 33 53 43 33 43 63 53 43 53 73 63 53 63 
30 20 10 0 40 30 20 10 50 40 30 20 60 50 40 30 53 43 33 23 63 53 43 33 73 63 53 43 83 73 63 53 
10 20 30 40 0 10 20 30 10 20 30 40 20 30 40 50 33 43 53 63 23 33 43 53 33 43 53 63 43 53 63 73 
20 10 20 30 10 0 10 20 20 10 20 30 30 20 30 40 43 33 43 53 33 23 33 43 43 33 43 53 53 43 53 63 
30 20 10 20 20 10 0 10 30 20 10 20 40 30 20 30 53 43 33 43 43 33 23 33 53 43 33 43 63 53 43 53 
40 30 20 10 30 20 10 0 40 30 20 10 50 40 30 20 63 53 43 33 53 43 33 23 63 53 43 33 73 63 53 43 
20 30 40 50 10 20 30 40 0 10 20 30 10 20 30 40 43 53 63 73 33 43 53 63 23 33 43 53 33 43 53 63 
30 20 30 40 20 10 20 30 10 0 10 20 20 10 20 30 53 43 53 63 43 33 43 53 33 23 33 43 43 33 43 53 
40 30 20 30 30 20 10 20 20 10 0 10 30 20 10 20 63 53 43 53 53 43 33 43 43 33 23 33 53 43 33 43 
50 40 30 20 40 30 20 10 30 20 10 0 40 30 20 10 73 63 53 43 63 53 43 33 53 43 33 23 63 53 43 33 
30 40 50 60 20 30 40 50 10 20 30 40 0 10 20 30 53 63 73 83 43 53 63 73 33 43 53 63 23 33 43 53 
40 30 40 50 30 20 30 40 20 10 20 30 10 0 10 20 63 53 63 73 53 43 53 63 43 33 43 53 33 23 33 43 
50 40 30 40 40 30 20 30 30 20 10 20 20 10 0 10 73 63 53 63 63 53 43 53 53 43 33 43 43 33 23 33 
60 50 40 30 50 40 30 20 40 30 20 10 30 20 10 0 83 73 63 53 73 63 53 43 63 53 43 33 53 43 33 23 
23 33 43 53 33 43 53 63 43 53 63 73 53 63 73 83 0 10 20 30 10 20 30 40 20 30 40 50 30 40 50 60 
33 23 33 43 43 33 43 53 53 43 53 63 63 53 63 73 10 0 10 20 20 10 20 30 30 20 30 40 40 30 40 50 
43 33 23 33 53 43 33 43 63 53 43 53 73 63 53 63 20 10 0 10 30 20 10 20 40 30 20 30 50 40 30 40 
53 43 33 23 63 53 43 33 73 63 53 43 83 73 63 53 30 20 10 0 40 30 20 10 50 40 30 20 60 50 40 30 
33 43 53 63 23 33 43 53 33 43 53 63 43 53 63 73 10 20 30 40 0 10 20 30 10 20 30 40 20 30 40 50 
43 33 43 53 33 23 33 43 43 33 43 53 53 43 53 63 20 10 20 30 10 0 10 20 20 10 20 30 30 20 30 40 
53 43 33 43 43 33 23 33 53 43 33 43 63 53 43 53 30 20 10 20 20 10 0 10 30 20 10 20 40 30 20 30 
63 53 43 33 53 43 33 23 63 53 43 33 73 63 53 43 40 30 20 10 30 20 10 0 40 30 20 10 50 40 30 20 
43 53 63 73 33 43 53 63 23 33 43 53 33 43 53 63 20 30 40 50 10 20 30 40 0 10 20 30 10 20 30 40 
53 43 53 63 43 33 43 53 33 23 33 43 43 33 43 53 30 20 30 40 20 10 20 30 10 0 10 20 20 10 20 30 
63 53 43 53 53 43 33 43 43 33 23 33 53 43 33 43 40 30 20 30 30 20 10 20 20 10 0 10 30 20 10 20 
73 63 53 43 63 53 43 33 53 43 33 23 63 53 43 33 50 40 30 20 40 30 20 10 30 20 10 0 40 30 20 10 
53 63 73 83 43 53 63 73 33 43 53 63 23 33 43 53 30 40 50 60 20 30 40 50 10 20 30 40 0 10 20 30 
63 53 63 73 53 43 53 63 43 33 43 53 33 23 33 43 40 30 40 50 30 20 30 40 20 10 20 30 10 0 10 20 
73 63 53 63 63 53 43 53 53 43 33 43 43 33 23 33 50 40 30 40 40 30 20 30 30 20 10 20 20 10 0 10 
83 73 63 53 73 63 53 43 63 53 43 33 53 43 33 23 60 50 40 30 50 40 30 20 40 30 20 10 30 20 10 0 
